"Remove_Product","Additional_Section_IDs","Option_Group_IDs","Coupon_IDs","Change_pID","pID","pName","pSection","pPrice","pListPrice","pWholesalePrice","pDisplay","pSell","pDescription","pLongDescription"
"0","201,196,212","1486","","44434","44434","*NEW* Virus Series 444VII 3/4 Handle","202","0","0","0","1","1","<p>*NEW* Mack Virus Series short handle Scroll Striper. Featuring a ¾ handle. The 44434 is offered in the same sizes and specs as the original 444. Mack freshened up the look by using a shiny black ferrule with a black tip. Full synthetic filament mixture.<br><br>

Available sizes include<br><br>
Size 0<br>
Size 1<br>
Size 2<br>
Size 4<br>
Size 6</br></p>
","<p>*NEW* Mack Virus Series short handle Scroll Striper. Featuring a ¾ handle. The 44434 is offered in the same sizes and specs as the original 444. Mack freshened up the look by using a shiny black ferrule with a black tip. Full synthetic filament mixture.<br><br>

Available sizes include<br><br>
Size 0<br>
Size 1<br>
Size 2<br>
Size 4<br>
Size 6</br></p>"
"0","","","","123763","123763",".15mm / .2mm Air Cap Evolution/Infinity","851","21.2","0","0","1","1","",""
"0","","","","126784","126784",".15mm / .2mm CROWN CAP for CR Plus","851","37.51","0","0","1","1","Tripple Plated Finish<br><br>",""
"0","","","","126783","126783",".15mm / .2mm CROWN CAP for Infinity","851","34.12","0","0","1","1","",""
"0","","","","127920","127920",".15mm Needle for Evolution/Infinity","850","15.03","0","0","1","1","",""
"0","","","","127912","127912",".15mm Nozzle for Evolution/Infinity","850","22.97","0","0","1","1","",""
"0","","","","127903","127903",".15mm Nozzle Set for Infinity/Evolution","845","55.53","0","0","1","1","Includes: Nozzle, Needle, Air Cap<br><br>",""
"0","","","","126824","126824",".15mm Nozzle Set w/ CROWN CAP for CR Plus","845","69.78","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","126823","126823",".15mm Nozzle Set w/ CROWN CAP for Infinity/Evolution","845","63.46","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","123903","123903",".15mm to .6mm Spatter Cap for Evolution/Infinity","851","23.26","0","0","1","1","",""
"0","","","","CONV18M","CONV18M",".18mm Micron Conversion Set","252","143.9","0","0","0","1","",""
"0","","","","CONV23M","CONV23M",".23mm Micron Conversion Set","252","143.9","0","0","0","1","",""
"0","","","","CONV2H","CONV2H",".2mm Hi-Line Conversion Set","252","56","0","0","0","1","",""
"0","","","","123730","123730",".2mm Needle for Evolution/Infinity","850","14.23","0","0","1","1","",""
"0","","","","123822","123822",".2mm Nozzle for Evolution/Infinity","850","21.2","0","0","1","1","",""
"0","","","","123703","123703",".2mm Nozzle Set for Infinity/Evolution","845","53.2","0","0","1","1","Includes: Nozzle, Needle, Air Cap<br><br>",""
"0","","","","126834","126834",".2mm Nozzle Set w/ CROWN CAP for CR Plus","845","67.25","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","126833","126833",".2mm Nozzle Set w/ CROWN CAP for Infinity/Evolution","845","61.14","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","CONV2P","CONV2P",".2mm Plus Conversion Set","252","42.4","0","0","0","1","",""
"0","","","","CONV35E","CONV35E",".35mm Eclipse Conversion Set","252","37","0","0","1","1","Includes: Needle/Nozzle/Nozzle Cap, for converting any .5mm Stock Eclipse to a .35mm.",""
"0","","","","CONV35N","CONV35N",".35mm Neo Conversion Set","252","22.55","0","0","0","1","",""
"0","","","","CONV3H","CONV3H",".3mm Hi-Line Conversion Set","252","68.85","0","0","0","1","",""
"0","","","","CONV3R","CONV3R",".3mm Revolution Conversion Set","252","46.4","0","0","0","1","",""
"0","","","","CONV3TR","CONV3TR",".3mm Revolution TR Conversion Set","252","39.9","0","0","0","1","",""
"0","","","","123773","123773",".4mm Air Cap Evolution/Infinity","851","21.2","0","0","1","1","",""
"0","","","","126793","126793",".4mm CROWN CAP for Infinity","851","34.12","0","0","1","1","",""
"0","","","","123740","123740",".4mm Needle for Evolution/Infinity","850","14.23","0","0","1","1","",""
"0","","","","123832","123832",".4mm Nozzle for Evolution/Infinity","850","21.2","0","0","1","1","",""
"0","","","","123713","123713",".4mm Nozzle Set for Infinity/Evolution","845","53.2","0","0","1","1","Includes: Nozzle, Needle, Air Cap<br><br>",""
"0","","","","126844","126844",".4mm Nozzle Set w/ CROWN CAP for CR Plus","845","67.25","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","126843","126843",".4mm Nozzle Set w/ CROWN CAP for Infinith/Evolution","845","61.14","0","0","1","1","Includes: Nozzle, Needle, CROWN Air Cap<br><br>",""
"0","","","","CONV5E","CONV5E",".5mm Eclipse Conversion Set","252","25.5","0","0","1","1","Includes: Needle/Nozzle/Nozzle Cap, for converting any .35mm Stock Eclipse to a .5mm.",""
"0","","","","CONV5N","CONV5N",".5mm Neo Conversion Set","252","22.55","0","0","0","1","",""
"0","","","","CONV5R","CONV5R",".5mm Revolution Conversion Set","252","55.9","0","0","0","1","",""
"0","","","","CONV5TR","CONV5TR",".5mm Revolution TR Conversion Set","252","39.9","0","0","0","1","",""
"0","","","","123723","123723",".6mm Nozzle Set for Infinity/Evolution","845","53.2","0","0","1","1","Includes: Nozzle, Needle, Air Cap<br><br>",""
"0","","","","1010397-SINGLE","1010397-SINGLE","0.3L RPS Disposable Cup - SINGLE","412","3.25","0","0","1","1","<br><br>
Includes: 0.3L Cup, Lid and 200 Mesh Filter. CLICK FOR MORE INFO.</p>","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1010561-SINGLE","1010561-SINGLE","0.3L RPS Disposable Cup for MiniJet - SINGLE","412","3.25","0","0","1","1","<p>*For Smaller Sata MiniJet Quick Coupler*<p>
Includes: 0.3L Cup, Lid and 200 Mesh Filter. CLICK FOR MORE INFO.</p>","<p>*Fits on SATA minijet spray guns until SATAminijet 3000 B Series.*</p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1010561","1010561","0.3L RPS Disposable Cup System for MiniJet (Case)","412","149","0","0","1","1","<p>*For Smaller Sata MiniJet Quick Coupler*<p>RPS Case Includes: 60ea of Cups, Lids and 200 Mesh Filters. CLICK FOR MORE INFO.</p>
","<p>*Fits on SATA minijet spray guns until SATAminijet 3000 B Series.*</p>

The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1010397","1010397","0.3L RPS Disposable Cup System STANDARD (Case)","412","108.75","0","0","1","1","<p>RPS Case Includes: 60ea of Cups, Lids and 200 Mesh Filters. CLICK FOR MORE INFO.</p>
","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>
"
"0","","","","1010488-SINGLE","1010488-SINGLE","0.6L RPS Disposable Cup - SINGLE","412","3.5","0","0","1","1","<p>ncludes: 0.6L Cup, Lid and 200 Mesh Filter. CLICK FOR MORE INFO.</p>","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1010488","1010488","0.6L RPS Disposable Cup System (Case)","412","172.05","0","0","1","1","<p>RPS Case Includes: 57ea of Cups, Lids and Filters</p>","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1011981-SINGLE","1011981-SINGLE","0.9L RPS Disposable Cup - SINGLE","412","3.75","0","0","1","1","<p>Includes: 0.9L Cup, Lid and 200 Mesh Filter. CLICK FOR MORE INFO.</p>","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","1011981","1011981","0.9L RPS Disposable Cup System (Case)","412","149","0","0","1","1","<p>RPS Case Includes 40 cups, lids and 200mesh sieves. CLICK FOR MORE INFO.</p>","<p>The SATA RPS Disposable Cups with Lid and Filter provide you with the basic products for a professional paint job. These disposable cups are very efficient and versatile, and you can use them for mixing, refilling, painting, and storing</p>
<p>RPS stands for Rapid Preparation System, and that&rsquo;s what these products will allow you to do, prepare for a job rapidly. We recommend this product for all those who are particular about a perfectly finished paint job. Not only will it help your business, but it will make your work easier by reducing the usage of cleaning solutions and solvents.</p>
<div><strong>Uses for the SATA RPS Disposable Cups with Lid and Filter:</strong></div>
<div><br>
</div>
<div><strong>Mixing the Paint</strong></div>
<ul>
  <li>Can be used for mixing the paint and reduces the usage of numerous mixing cups and sieves, as this versatile cup can do it all</li>
  <li>Less contact with paint translates to a cleaner work area</li>
</ul>
<div><em>Note: There are different types of sieves for different paints. Please follow the paint manufacturer&rsquo;s instructions for best results.</em></div>
<div><br>
</div>
<div><strong>Painting and Refilling</strong></div>
<ul>
  <li>Lightweight cups are easy to handle</li>
  <li>Low center of gravity makes it safe and reduces fatigue</li>
  <li>Usually, only the spray gun will require flushing, and you can refill the cups very easily</li>
</ul>
<div><strong>Storing the Paint</strong></div>
<ul>
  <li>Well-designed cups and its airtight lids make it easy to store paint, away from any contaminants</li>
  <li>Can be conveniently disposed of. Does not require any special disposal system</li>
</ul>
<div><strong>Special Features:</strong></div>
<ul>
  <li>Comprises only three parts – cup, lid, and sleeve – and is very easy to use</li>
  <li>Does not need extra adapters for fitting to the spray gun</li>
  <li>Cleaning is very simple, allowing you to change colors in between the project</li>
  <li>Continuous ventilation through the anti-drip device gives you a consistent flow of paint</li>
  <li>Available in 3 sizes: 0.3 l, 0.6 l, and 0.9 l</li>
</ul>"
"0","","","","007K","007K","007 Detachable Head HVLP Spray Gun Kit","42","499.95","699","0","0","0","The 007 Detachable Head Spray Gun offers high atomization & good flow. All controls are easy to adjust and the large fan pattern produces minimum overspray & virtually no orange peel. 10.5 cfm @ 29 psi","Includes Carrying Case, 3 head units, 1.3mm, 1.4mm and 1.7mm, 007 Handle, 3 cups, regulator, rebuild kit, cleaning kit, and tools."
"0","","","","MAKEUP-CLASS-FULLx","MAKEUP-CLASS-FULLx","1 Day Makeup Class w/ Joe McDonough September 18th","646","225","0","0","0","1","",""
"0","","","","MAKEUP-CLASS-HALFx","MAKEUP-CLASS-HALFx","1 Day Makeup Class w/ Joe McDonough September 18th","646","100","0","0","0","1","",""
"0","","1094","","4007L","4007L","1 Shot Hardener","160","0","0","0","1","1","<p>Hardener 4007 is designed to accelerate drying time for 1 Shot Lettering Enamels, Pearlescent Enamels, Background Enamels and Bulletin Colors. In many cases it can improve adhesion qualities, extend color life and increase gloss retention. It is also required when using any enamel or urethane topcoats over catalyzed 1 Shot.</p>",""
"0","800","","38","2327M","2327M","1 Shot Monochromatic Pinstriping Starter Kit","272","60.73","0","0","1","0","<p>The 1 Shot Monochromatic Starter Kit is a great way to get started in Pinstriping. This kit includes 2 Striping Brushes and 3 Colors.<p>

Included:<br>
White 1/4 Pint<br>
Fire Red 1/4 Pint<br>
Black 1/4 Pint<br>
Scroller Brush<br>
Pinstripe Brush</p>

<font color=""white""><a href=""http://www.coastairbrush.com/proddetail.asp?prod=Low_Temp_Reducer_%28quart%29"">6001L Reducer</a> or Mineral Spirits, is recommended for reduction</font></p>",""
"0","800","","38","2327P","2327P","1 Shot Primary Pinstriping Starter Kit","272","66.84","0","0","1","0","<p>The 1 Shot Primary Starter Kit is a great way to get started in Pinstriping. This kit includes 2 Striping Brushes and 3 Colors.<p>

Included:<br>
Bright Red 1/4 Pint<br>
Primrose Yellow 1/4 Pint<br>
Process Blue 1/4 Pint<br>
Scroller Brush<br>
Pinstripe Brush</p>

<font color=""white""><a href=""http://www.coastairbrush.com/proddetail.asp?prod=Low_Temp_Reducer_%28quart%29"">6001L Reducer</a> or Mineral Spirits, is recommended for reduction</font></p>",""
"0","","","","BD","BD","1"" Mike Lavallee Big Dog","209","17.15","0","0","1","1","Introducing the Big Dog.
This brush is similar to Mike's 1/2"" Flat Brush above, but twice as big. A full 1"" for those really big murals!",""
"0","","","","TANK","TANK","1/2 Shell Fiberglass Tank","460","65","0","0","0","0","Kustom Fiberglass Half Tank<br>
Hand Crafted, Durable, Molded Fiberglass<br>
True to Size of Stretched 5 gal. Motorcycle Tank. Hollow, mounting hardware not included.",""
"0","","","","MARLIN2","MARLIN2","1/2 Shell Marlin","460","89.95","0","0","0","0","39"" x 11""<B>*Additional shipping fees apply*</B> We will call or email with an estimate prior to charging any additional fees.",""
"0","","","","TIKI2","TIKI2","1/2 Shell Tiki","460","250","0","0","1","1","59"" x 16""<br>1/2 Shell For Hanging On A Wall<br><br>
*Additional shipping fees apply* We will call or email with an estimate prior to charging any additional fees.",""
"0","","","","L/M-1/2","L/M-1/2","1/2"" Mike Lavallee Flat Brush ""Stroke""","209","9.6","0","0","1","1","The 1/2"" or Flat Brush  is used for laying in larger areas of background colors, such as, sky, mountains, etc., and also for super dry brush slash effects that are very popular in the automotive paint business.",""
"0","","","","I-070-6","I-070-6","1/2oz Fluid Gravity Side Feed Cup","254","26.95","0","0","0","1","",""
"0","","","","50-0483","50-0483","1/4 oz Angled Metal Siphon Side Cup","280","9.25","0","0","0","1","",""
"0","519","","","1/4-1/4Female","1/4-1/4Female","1/4"" - 1/4"" Female/Female Adapter","317","3.95","0","0","0","0","",""
"0","316","","","TIUB07","TIUB07","1/4"" Blue Polyurethane Tubing ","317","26.95","0","0","1","1","20 Meter roll (66 foot). ",""
"0","","","","50-023","50-023","1/4"" Compressor Adapter","317","3.25","0","0","0","0","",""
"0","","","","50-0231","50-0231","1/4"" Compressor Adapter w/ Bleeder Hole","317","4.25","0","0","1","1","",""
"0","866,317,305,519","","","AD24","AD24","1/4"" Female-Female Adapter","867","4.99","0","0","1","1","<p>Adaptor with a 1/4"" threaded female end and a 1/4"" threaded female end.<p>

Features:<p>

- Includes gaskets for an air tight seal.<br>

- Female threads will accommodate both tapered and straight threads..</p>",""
"0","","","","L/M-1/4","L/M-1/4","1/4"" Mike Lavallee Dagger","209","10.4","0","0","1","1","The Dagger  (my personal favorite!) is used for a multitude of things such as long quill like strokes, tall grasses, trees, also straight lines. Just experiment with this one!",""
"0","309,316,519","","","1/4NPT","1/4NPT","1/4"" NPT Fitting","317","4.25","0","0","1","1","",""
"0","317","","","PLUG","PLUG","1/4"" Plug","309","5.5","0","0","1","1","",""
